Result Log

random seed: 1606507188305
strategy: ccegp
number of runs per experiment: 30
number of fitness evals per run: 2000
pac solution file path: solutions/config3PacSolution.txt
ghost solution file path: solutions/config3GhostSolution.txt
highest-scoring world file path: worlds/config3HighScoreWorld.txt
pill density: 0.5
fruit spawning probability: 0.01
fruit score: 10.0
time multiplier: 2.0
pac_mu: 10
pac_lambda: 5
pac_dmax_init: 5
pac_dmax_overall: 7
pac_parent selection method: fitness_proportional_selection
pac_probability of mutation p_m: 0.05
pac_survival selection method: k_tournament_without_replacement
pac_tournament size for survival selection: 5
pac_parsimony technique: size
pac_parsimony pressure penalty coefficient: 0.5
ghost_mu: 10
ghost_lambda: 5
ghost_dmax_init: 5
ghost_dmax_overall: 7
ghost_parent selection method: fitness_proportional_selection
ghost_probability of mutation p_m: 0.05
ghost_survival selection method: k_tournament_without_replacement
ghost_tournament size for survival selection: 5
ghost_parsimony technique: size
ghost_parsimony pressure penalty coefficient: 0.5
termination method: number_of_evals
CIAO data file path root: config3
parsimony log file path: data/config3ParsimonyLog.txt

Run 1
100	-3.25	20.8
325	4.406666666666666	18.1
550	10.746666666666668	22.3
775	14.513333333333332	20.966666666666665
1000	17.006666666666668	22.366666666666667
1225	16.046666666666667	20.5
1450	15.9	22.233333333333334
1675	15.180000000000001	27.1
1900	17.493333333333332	35.63333333333333
2125	17.62	33.43333333333333

Run 2
100	-8.39	10.2
325	3.886666666666666	18.566666666666666
550	9.386666666666667	25.366666666666667
775	16.606666666666666	30.966666666666665
1000	18.94	28.633333333333333
1225	15.986666666666665	25.433333333333334
1450	12.41333333333333	19.833333333333332
1675	10.453333333333333	17.5
1900	8.746666666666666	14.833333333333334
2125	13.613333333333335	25.9

Run 3
100	-11.820000000000002	31.2
325	0.02666666666666657	26.766666666666666
550	4.6866666666666665	26.7
775	10.360000000000001	36.5
1000	25.073333333333334	53.96666666666667
1225	37.806666666666665	56.833333333333336
1450	35.27333333333334	46.03333333333333
1675	34.9	41.96666666666667
1900	27.293333333333333	36.43333333333333
2125	30.059999999999995	43.96666666666667

Run 4
100	-7.94	2.2
325	2.066666666666667	15.9
550	0.7533333333333336	22.5
775	0.9466666666666665	13.3
1000	7.466666666666666	21.566666666666666
1225	18.76666666666667	30.833333333333332
1450	15.84	29.3
1675	15.520000000000001	26.7
1900	15.266666666666666	19.033333333333335
2125	17.04	22.766666666666666

Run 5
100	1.1700000000000008	30.3
325	13.839999999999998	30.7
550	19.72666666666667	32.233333333333334
775	22.593333333333334	27.566666666666666
1000	22.31333333333333	26.766666666666666
1225	20.78666666666667	25.033333333333335
1450	19.30666666666667	22.233333333333334
1675	21.6	26.9
1900	21.44666666666667	25.5
2125	20.786666666666665	26.033333333333335

Run 6
100	-1.5800000000000005	34.9
325	6.0600000000000005	26.166666666666668
550	12.546666666666663	26.766666666666666
775	14.213333333333333	27.766666666666666
1000	18.5	51.233333333333334
1225	24.353333333333335	57.96666666666667
1450	30.639999999999997	55.7
1675	24.119999999999997	45.166666666666664
1900	27.35333333333333	62.233333333333334
2125	29.82	49.9

Run 7
100	0.33000000000000007	31.5
325	5.140000000000001	31.433333333333334
550	14.386666666666665	31.833333333333332
775	20.046666666666667	33.7
1000	22.153333333333332	32.3
1225	21.72666666666667	28.366666666666667
1450	22.119999999999997	35.96666666666667
1675	22.473333333333333	28.3
1900	23.779999999999998	28.966666666666665
2125	25.386666666666663	30.033333333333335

Run 8
100	1.7900000000000005	25.6
325	3.0266666666666664	12.366666666666667
550	9.78	15.9
775	4.860000000000001	17.766666666666666
1000	6.58	22.433333333333334
1225	8.186666666666666	16.166666666666668
1450	9.14	18.233333333333334
1675	11.266666666666667	17.833333333333332
1900	11.159999999999998	17.566666666666666
2125	11.68	19.966666666666665

Run 9
100	-1.7400000000000002	8.9
325	2.1	7.166666666666667
550	4.026666666666666	8.433333333333334
775	6.106666666666667	13.833333333333334
1000	17.419999999999998	26.966666666666665
1225	15.160000000000002	21.3
1450	10.48	13.233333333333333
1675	6.886666666666668	10.5
1900	8.666666666666668	12.433333333333334
2125	8.82	11.1

Run 10
100	-6.68	4.4
325	-1.4466666666666668	5.966666666666667
550	1.6200000000000003	8.366666666666667
775	5.966666666666667	17.033333333333335
1000	11.873333333333333	25.5
1225	10.806666666666667	20.633333333333333
1450	15.153333333333336	29.033333333333335
1675	15.853333333333333	23.966666666666665
1900	17.58	25.033333333333335
2125	18.753333333333337	32.63333333333333

Run 11
100	7.67	35.2
325	16.753333333333334	42.5
550	17.413333333333334	34.36666666666667
775	20.653333333333332	36.7
1000	21.046666666666663	42.43333333333333
1225	24.66666666666667	38.233333333333334
1450	23.673333333333336	38.766666666666666
1675	28.706666666666667	44.3
1900	28.619999999999997	36.166666666666664
2125	29.28666666666667	42.43333333333333

Run 12
100	-1.590000000000001	65.3
325	12.233333333333333	42.833333333333336
550	27.00666666666667	46.766666666666666
775	42.56666666666666	50.3
1000	33.86666666666666	45.56666666666667
1225	28.353333333333335	36.56666666666667
1450	24.813333333333336	29.7
1675	22.913333333333334	29.3
1900	21.84666666666667	33.7
2125	25.253333333333334	30.366666666666667

Run 13
100	0.23000000000000007	32.4
325	6.813333333333331	20.166666666666668
550	14.873333333333335	28.5
775	20.980000000000004	35.56666666666667
1000	23.833333333333336	34.1
1225	28.126666666666665	37.43333333333333
1450	25.23333333333333	32.3
1675	19.833333333333336	38.166666666666664
1900	19.573333333333334	27.633333333333333
2125	23.76666666666667	41.233333333333334

Run 14
100	3.16	15.2
325	10.073333333333334	23.1
