Result Log

random seed: 1606565282778
strategy: ccegp
number of runs per experiment: 30
number of fitness evals per run: 2000
pac solution file path: solutions/config3PacSolution.txt
ghost solution file path: solutions/config3GhostSolution.txt
highest-scoring world file path: worlds/config3HighScoreWorld.txt
pill density: 0.5
fruit spawning probability: 0.01
fruit score: 10.0
time multiplier: 2.0
pac_mu: 100
pac_lambda: 50
pac_dmax_init: 7
pac_dmax_overall: 9
pac_parent selection method: overselection
pac_overselection top for parent selection: 0.32
pac_probability of mutation p_m: 0.05
pac_survival selection method: truncation
pac_parsimony technique: size
pac_parsimony pressure penalty coefficient: 0.5
ghost_mu: 20
ghost_lambda: 10
ghost_dmax_init: 7
ghost_dmax_overall: 9
ghost_parent selection method: overselection
ghost_overselection top for parent selection: 0.32
ghost_probability of mutation p_m: 0.05
ghost_survival selection method: truncation
ghost_parsimony technique: size
ghost_parsimony pressure penalty coefficient: 0.5
termination method: number_of_evals
CIAO data file path root: config3
parsimony log file path: data/config3ParsimonyLog.txt

Run 1
100	-49.92	17.5
150	-7.29	37.5
200	2.51	37.5
250	5.36	45.5
300	10.14	60.5
350	16.23	60.5
400	23.51	74.5
450	28.38	74.5
500	32.09	74.5
550	37.06	85.5
600	39.79	92.5
650	41.43	92.5
700	44.03	92.5
750	45.79	92.5
800	48.0	108.5
850	49.96	108.5
900	52.09	108.5
950	53.27	108.5
1000	55.84	111.5
1050	57.31	111.5
1100	58.69	111.5
1150	59.81	111.5
1200	61.5	122.5
1250	63.36	122.5
1300	65.53	122.5
1350	66.54	122.5
1400	68.89	122.5
1450	70.88	122.5
1500	71.45	122.5
1550	71.96	122.5
1600	72.61	122.5
1650	73.67	122.5
1700	74.24	122.5
1750	75.62	122.5
1800	76.36	122.5
1850	78.0	122.5
1900	78.91	122.5
1950	79.72	122.5
2000	80.1	122.5

Run 2
100	-62.47	36.5
150	-12.76	46.5
200	6.87	77.5
250	13.33	81.5
300	21.68	81.5
350	29.23	107.5
400	36.24	129.5
450	42.3	129.5
500	47.1	129.5
550	53.2	129.5
600	59.51	129.5
650	64.91	129.5
700	71.43	139.5
750	76.53	139.5
800	78.71	139.5
850	80.52	139.5
900	83.11	139.5
950	84.6	139.5
1000	86.99	139.5
1050	88.75	139.5
1100	90.66	161.5
1150	92.35	161.5
1200	94.15	161.5
1250	95.79	161.5
1300	98.54	168.5
1350	99.88	168.5
1400	101.09	168.5
1450	101.77	168.5
1500	103.8	168.5
1550	105.34	168.5
1600	106.31	168.5
1650	107.77	168.5
1700	108.92	168.5
1750	109.55	168.5
1800	110.91	168.5
1850	111.88	168.5
1900	113.61	168.5
1950	114.24	168.5
2000	114.72	168.5

Run 3
100	-52.38	37.5
150	-6.58	98.5
200	9.89	110.5
250	20.61	112.5
300	31.41	112.5
350	38.18	112.5
400	47.25	112.5
450	53.6	112.5
500	59.39	114.5
550	63.69	114.5
600	71.58	128.5
650	75.76	128.5
700	81.01	133.5
750	85.27	142.5
800	88.68	142.5
850	91.38	142.5
900	94.22	142.5
950	94.61	142.5
1000	96.96	142.5
1050	99.42	142.5
1100	101.87	142.5
1150	102.46	142.5
1200	103.6	142.5
1250	104.94	142.5
1300	105.49	142.5
1350	105.88	142.5
1400	106.8	142.5
1450	107.01	142.5
1500	108.49	154.5
1550	109.17	154.5
1600	110.82	154.5
1650	111.56	154.5
1700	112.02	154.5
1750	112.02	154.5
1800	112.37	154.5
1850	113.38	154.5
1900	113.63	154.5
1950	114.16	154.5
2000	114.84	154.5

Run 4
100	-47.18	99.5
150	-1.77	99.5
200	11.65	99.5
250	18.38	99.5
300	26.59	99.5
350	35.1	101.5
400	39.53	101.5
450	45.33	101.5
500	48.87	101.5
550	53.25	137.5
600	56.9	137.5
650	60.98	137.5
700	63.16	137.5
750	67.12	137.5
800	69.52	137.5
850	72.8	137.5
900	76.29	137.5
950	77.47	137.5
1000	79.66	137.5
1050	79.85	137.5
1100	82.19	137.5
1150	82.99	137.5
1200	83.26	137.5
1250	84.02	137.5
1300	84.46	137.5
1350	84.59	137.5
1400	85.38	137.5
